recordid,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,customer_id
7281,MS,38,415,false,true,25,142.4,106,24.21,313.7,109,26.66,126.6,117,5.7,13.4,6,3.62,2,false,303933261
7282,NC,107,415,false,true,38,204.2,57,34.71,205.9,92,17.5,286.5,80,12.89,8.3,4,2.24,0,false,69687275
7283,CO,140,415,false,false,0,149.7,71,25.45,212.5,97,18.06,245.9,67,11.07,12.6,4,3.4,3,false,24989188
7284,AR,98,415,false,false,0,227.1,116,38.61,120.5,103,10.24,117,102,5.27,4.7,4,1.27,5,true,16611303
7285,PA,114,415,false,false,0,155.3,75,26.4,169.9,87,14.44,207,133,9.32,12.6,5,3.4,2,false,33909599
7286,MN,46,408,false,false,0,156.4,105,26.59,185.5,98,15.77,226.7,96,10.2,11.8,3,3.19,1,false,23548704
7287,NM,118,415,false,true,42,148.7,105,25.28,167.3,105,14.22,270.6,105,12.18,10.4,7,2.81,0,false,14123863
7288,UT,37,510,false,false,0,271.7,112,46.19,155.1,96,13.18,199.5,97,8.98,6.6,4,1.78,3,false,8317364
7289,NE,34,415,false,false,0,193.7,74,32.93,126.9,84,10.79,221.2,166,9.95,8.8,4,2.38,0,false,28951101
7290,MS,98,415,true,true,23,245.5,54,41.74,292.7,83,24.88,184,90,8.28,10.8,7,2.92,1,false,33560566
7291,NV,113,510,false,false,0,245.3,108,41.7,259.9,140,22.09,204.3,115,9.19,10.7,2,2.89,3,true,40924805
7292,OR,69,408,false,false,0,196.1,87,33.34,236.8,66,20.13,182.3,75,8.2,11.9,1,3.21,0,false,29593076
7293,VA,121,415,false,false,0,134.1,112,22.8,195.1,104,16.58,159.6,139,7.18,10.5,2,2.84,2,false,57484107
7294,NJ,59,510,true,true,31,225,78,38.25,191.3,79,16.26,226.7,79,10.2,9.1,3,2.46,1,false,56521354
7295,WV,59,510,false,false,0,189.7,100,32.25,115.9,133,9.85,220.6,115,9.93,7.4,4,2,0,false,27331586
7296,OR,190,415,false,false,0,142.9,96,24.29,177.9,96,15.12,113.3,117,5.1,6.6,4,1.78,0,false,29539897
7297,KY,109,415,false,false,0,175.6,80,29.85,238,94,20.23,198.4,103,8.93,10.2,6,2.75,1,false,11374733
7298,MO,136,415,false,false,0,92.4,109,15.71,219,115,18.62,212.6,80,9.57,12.9,4,3.48,2,false,28129708
7299,TX,86,510,false,false,0,92.8,92,15.78,159.6,87,13.57,148.7,115,6.69,8.8,5,2.38,1,false,94946
7300,MN,100,415,false,true,27,221.7,100,37.69,236.1,70,20.07,192.7,91,8.67,8,4,2.16,0,false,28778207
7301,FL,106,510,false,false,0,159.6,94,27.13,276.8,118,23.53,223.5,65,10.06,8.8,3,2.38,0,false,13795349
7302,PA,104,415,false,false,0,144.5,107,24.57,180.5,85,15.34,226,94,10.17,17,6,4.59,2,false,31552375
7303,WV,129,415,false,false,0,159.1,100,27.05,202.5,90,17.21,233.1,96,10.49,11.5,6,3.11,2,false,551507
7304,IN,205,510,false,false,0,49.9,123,8.48,150.7,81,12.81,188.2,67,8.47,10.1,4,2.73,2,false,55244644
7305,OK,93,415,false,true,32,116.9,120,19.87,232.4,97,19.75,127.7,112,5.75,11,9,2.97,0,false,65523276
7306,NE,123,415,false,false,0,150,98,25.5,89.8,95,7.63,326,91,14.67,11.1,3,3,3,false,25660283
7307,DE,99,415,false,false,0,254.4,120,43.25,159.3,92,13.54,264.4,94,11.9,6,5,1.62,1,false,25045808
7308,MI,61,415,false,true,33,270.7,53,46.02,200.7,116,17.06,201.7,102,9.08,10.9,3,2.94,3,false,50331073
7309,IL,71,415,false,false,0,207,112,35.19,173.8,96,14.77,178.4,61,8.03,12.1,3,3.27,1,false,41802760
7310,UT,4,510,true,false,0,145.3,89,24.7,303.8,93,25.82,206.1,82,9.27,8.9,4,2.4,0,false,51920239
7311,IL,148,408,false,true,25,230.7,102,39.22,233.8,109,19.87,215.8,90,9.71,13.5,2,3.65,3,false,4089264
7312,WA,141,415,false,false,0,151.5,104,25.76,242.2,114,20.59,304.2,109,13.69,10.8,2,2.92,1,false,50630573
7313,NM,56,408,false,false,0,146.1,57,24.84,196.2,97,16.68,310.1,110,13.95,9.2,3,2.48,0,false,33643347
7314,MD,160,415,false,false,0,256,111,43.52,187.4,61,15.93,119.1,81,5.36,11.5,4,3.11,3,false,58280371
7315,VA,43,408,false,true,35,200.2,105,34.03,244.4,88,20.77,207.2,97,9.32,11.6,4,3.13,3,false,303779193
7316,MT,42,415,false,false,0,150.7,52,25.62,246.7,96,20.97,103.8,118,4.67,7,4,1.89,2,false,313873093
7317,CT,135,415,true,false,0,186,107,31.62,66,94,5.61,213.1,105,9.59,12.9,4,3.48,1,false,54283452
7318,AL,106,415,false,false,0,212.9,110,36.19,187,69,15.9,128.1,71,5.76,6.3,3,1.7,3,false,28511715
7319,WV,106,510,false,false,0,194.8,133,33.12,213.4,73,18.14,190.8,92,8.59,11.5,7,3.11,0,false,12695698
7320,MO,83,415,false,true,30,272.5,105,46.33,253,83,21.51,180.8,123,8.14,8.7,6,2.35,3,false,67687871
7321,ND,110,415,false,false,0,135.1,109,22.97,205.2,99,17.44,166.3,119,7.48,11.7,4,3.16,1,false,27224740
7322,AR,153,408,false,false,0,154.6,56,26.28,263,84,22.36,367.7,89,16.55,15.5,2,4.19,1,false,43141639
7323,GA,109,510,false,true,35,230.5,116,39.19,265.8,130,22.59,269.7,69,12.14,10.6,6,2.86,5,false,26710160
7324,FL,31,510,false,false,0,165.4,84,28.12,203.7,107,17.31,201.7,65,9.08,8.2,1,2.21,1,false,56514037
7325,LA,124,510,false,false,0,143.3,120,24.36,230.7,111,19.61,214.3,91,9.64,7.8,2,2.11,4,true,27141399
7326,UT,110,415,false,false,0,271.1,108,46.09,237,122,20.15,239.9,122,10.8,9.8,5,2.65,2,true,59259044
7327,AZ,124,415,false,false,0,253.5,104,43.1,117.9,123,10.02,248.5,104,11.18,14,2,3.78,0,false,10087666
7328,NY,82,415,false,false,0,167.1,77,28.41,131.8,79,11.2,187.4,98,8.43,9.4,1,2.54,6,true,27345180
7329,KY,122,415,false,false,0,168.3,96,28.61,87.6,91,7.45,247.2,87,11.12,8.4,6,2.27,1,false,68312859
7330,AL,137,415,false,false,0,104.7,115,17.8,249.8,144,21.23,192.3,99,8.65,8.9,2,2.4,1,false,10333623
7331,IN,69,510,false,false,0,135.4,101,23.02,238.1,124,20.24,195.6,102,8.8,10.6,2,2.86,1,false,68352319
7332,IN,46,415,false,true,34,191.4,102,32.54,361.8,96,30.75,147.5,132,6.64,7.2,2,1.94,1,false,37695087
7333,FL,103,415,false,false,0,158.7,90,26.98,198.4,117,16.86,181.1,76,8.15,10.5,4,2.84,1,false,22195960
7334,NM,16,510,false,false,0,144.8,84,24.62,164.9,141,14.02,231.5,75,10.42,8.2,4,2.21,2,false,26059097
7335,AL,119,415,false,false,0,98.8,97,16.8,146.9,68,12.49,190.7,105,8.58,10,4,2.7,3,false,32052250
7336,MN,124,510,true,false,0,157.8,71,26.83,203.2,114,17.27,168.7,82,7.59,10,2,2.7,3,true,24135998
7337,NY,122,415,false,true,37,163,107,27.71,312.8,118,26.59,200,85,9,11.6,5,3.13,1,false,307340547
7338,MD,139,415,false,false,0,181.6,119,30.87,335.7,118,28.53,149.8,64,6.74,8.3,6,2.24,4,false,24815128
7339,KS,67,510,false,false,0,129,78,21.93,188,116,15.98,235,102,10.58,11.2,3,3.02,2,false,25525577
7340,WV,84,408,false,false,0,86,83,14.62,260.7,86,22.16,98.6,109,4.44,8.9,4,2.4,1,false,17353889
7341,ID,101,510,false,true,17,193.9,71,32.96,189.8,81,16.13,196.3,97,8.83,12.6,7,3.4,0,false,51752418
7342,LA,40,510,false,false,0,109.4,107,18.6,244.7,102,20.8,276.9,123,12.46,7.1,7,1.92,0,false,22804363
7343,MI,61,415,false,false,0,188.9,105,32.11,153.6,116,13.06,213.3,106,9.6,10.2,2,2.75,2,false,824037
7344,TN,120,408,true,false,0,179.9,72,30.58,170,98,14.45,190.6,89,8.58,13.8,2,3.73,1,true,37665403
7345,CA,95,415,false,false,0,183.4,98,31.18,281.3,95,23.91,105.2,113,4.73,8.2,8,2.21,1,false,33766148
7346,FL,98,408,false,false,0,288.1,101,48.98,137.9,93,11.72,206.5,88,9.29,0,0,0,0,false,51303170
7347,LA,114,415,false,false,0,169.2,96,28.76,149.9,83,12.74,196.9,119,8.86,4.6,4,1.24,2,false,23076185
7348,IL,68,415,true,true,29,195.5,113,33.24,171.6,96,14.59,204,85,9.18,13.5,9,3.65,1,true,23048119
7349,AL,149,415,false,true,20,264.4,102,44.95,219.6,123,18.67,200.4,89,9.02,11.3,3,3.05,2,false,13021936
7350,CT,22,408,false,false,0,207.7,116,35.31,210.6,99,17.9,238.2,88,10.72,9.6,5,2.59,0,false,306914516
7351,PA,176,415,false,false,0,169.5,151,28.82,112.9,84,9.6,56.6,99,2.55,8.7,4,2.35,0,false,6184428
7352,TX,152,415,false,false,0,141.5,102,24.06,263,94,22.36,207.1,113,9.32,3.4,4,0.92,2,false,28422293
7353,VA,118,408,false,false,0,154.8,71,26.32,244,73,20.74,159.6,81,7.18,12.8,4,3.46,0,false,53891180
7354,MO,101,415,true,false,0,133.5,51,22.7,219.6,96,18.67,210,74,9.45,11.7,4,3.16,1,false,25489964
7355,MT,102,408,false,false,0,273.2,85,46.44,211.1,82,17.94,203.7,129,9.17,13.1,7,3.54,2,true,24459174
7356,ND,118,408,false,false,0,224.6,94,38.18,225.9,120,19.2,269,105,12.11,12.5,8,3.38,2,false,7288178
7357,FL,105,415,false,false,0,273.8,97,46.55,289.7,106,24.62,269.1,126,12.11,5.8,3,1.57,2,true,33510389
7358,WI,153,510,false,false,0,159.5,103,27.12,275.5,90,23.42,176.7,126,7.95,10.1,2,2.73,1,true,35788173
7359,KY,71,415,false,false,0,104,92,17.68,197,125,16.75,110.1,123,4.95,14.6,8,3.94,0,false,59655860
7360,MD,71,415,false,true,31,115.4,90,19.62,217.4,78,18.48,239.9,102,10.8,13.1,4,3.54,1,false,2018299515
7361,IN,68,415,false,false,0,222.1,107,37.76,199.4,102,16.95,162.4,107,7.31,9.4,3,2.54,2,false,54541511
7362,MA,66,415,false,false,0,116.4,98,19.79,95.6,74,8.13,181.5,94,8.17,10.5,3,2.84,3,false,70330931
7363,ND,101,415,false,false,0,217.7,118,37.01,231.7,128,19.69,185.3,128,8.34,0,0,0,3,false,32043341
7364,VT,116,415,false,false,0,129.4,84,22,157.3,89,13.37,215.5,77,9.7,13.3,3,3.59,0,false,24926339
7365,CT,54,415,false,true,33,161.8,73,27.51,273,58,23.21,153.9,76,6.93,13.7,4,3.7,0,false,29634672
7366,VA,112,408,false,true,29,198.8,122,33.8,238.6,114,20.28,289.5,69,13.03,11.5,5,3.11,1,false,22116537
7367,MS,122,408,false,true,45,147.8,85,25.13,147.4,93,12.53,203.5,110,9.16,14,5,3.78,1,false,17197542
7368,AK,74,415,false,false,0,262.3,114,44.59,198.9,96,16.91,165.9,90,7.47,6.6,5,1.78,3,false,51729994
7369,WY,90,415,false,false,0,246.4,83,41.89,160.3,88,13.63,170.9,99,7.69,7.6,7,2.05,1,false,29004157
7370,NY,112,415,false,false,0,174.3,123,29.63,140.2,124,11.92,215.4,89,9.69,9,6,2.43,4,true,32274433
7371,NC,85,510,false,false,0,183.4,111,31.18,168.8,98,14.35,199.7,97,8.99,9.9,4,2.67,4,false,16686354
7372,IL,100,415,false,false,0,191.9,95,32.62,200.9,101,17.08,271.9,74,12.24,18.2,3,4.91,1,false,65442931
7373,OH,114,415,false,false,0,187.8,109,31.93,154.6,97,13.14,213.9,102,9.63,10.1,3,2.73,2,false,56806516
7374,RI,83,510,false,false,0,259.7,106,44.15,152.7,116,12.98,224.7,92,10.11,10.2,2,2.75,0,false,57619975
7375,WY,157,415,true,false,0,180.4,123,30.67,194,98,16.49,227.3,88,10.23,8.4,5,2.27,0,false,32880320
7376,OR,51,510,false,false,0,51.8,107,8.81,230.2,104,19.57,227.5,118,10.24,10.4,4,2.81,2,false,29068244
7377,NV,42,415,false,false,0,303.9,106,51.66,232.2,54,19.74,147.1,76,6.62,5.8,3,1.57,1,true,28987618
7378,ND,101,415,false,true,36,123.7,125,21.03,172.6,106,14.67,280.5,127,12.62,8.8,4,2.38,1,true,54921903
7379,OR,112,510,false,false,0,206.2,122,35.05,164.5,94,13.98,140.3,101,6.31,12.6,7,3.4,3,false,65284044
7380,ND,56,510,false,false,0,164.3,92,27.93,233.7,107,19.86,187.3,104,8.43,11.8,1,3.19,2,false,25134206
7381,NJ,53,408,false,false,0,228.6,117,38.86,132.8,123,11.29,227.2,124,10.22,10.1,2,2.73,9,true,34872549
7382,WV,64,415,false,true,22,200.4,80,34.07,131.1,84,11.14,230.7,67,10.38,7.6,5,2.05,1,false,51717635
7383,VA,123,408,false,false,0,154.3,107,26.23,183,111,15.56,54,134,2.43,10.9,8,2.94,0,false,25044926
7384,ID,68,510,false,true,30,122.9,93,20.89,233.5,91,19.85,199.5,144,8.98,9.6,2,2.59,2,false,313663411
7385,CT,40,510,true,false,0,220.8,100,37.54,265.7,106,22.58,212.8,94,9.58,6.4,3,1.73,0,false,51806529
7386,NM,132,408,false,false,0,214.6,78,36.48,251.7,98,21.39,240.8,88,10.84,13.9,2,3.75,0,false,14264287
7387,CT,120,408,true,false,0,202,123,34.34,184.3,78,15.67,176,89,7.92,7.4,2,2,2,true,23812456
7388,MI,108,408,false,true,32,209.5,108,35.62,109.6,64,9.32,189.7,145,8.54,9.1,6,2.46,6,true,9661570
7389,SC,161,510,false,false,0,297.9,141,50.64,238.1,107,20.24,240.5,93,10.82,8.9,5,2.4,1,true,5545884
7390,SC,130,415,false,false,0,212.8,102,36.18,189.8,137,16.13,170.1,105,7.65,10.6,4,2.86,0,true,67472894
7391,NY,122,510,false,false,0,145.6,102,24.75,284.7,111,24.2,228.2,91,10.27,12.2,5,3.29,0,false,57943219
7392,MT,130,408,false,true,19,152.9,87,25.99,213.2,99,18.12,205.3,114,9.24,10.8,6,2.92,2,false,40028201
7393,WY,90,510,false,false,0,125.4,158,21.32,269.1,83,22.87,238.6,103,10.74,11,7,2.97,1,false,41222118
7394,NE,139,415,false,true,25,138.3,96,23.51,80.6,79,6.85,163.7,83,7.37,8.3,8,2.24,0,false,64599525
7395,IN,57,415,false,false,0,189.3,157,32.18,174.9,70,14.87,221.9,117,9.99,11.2,5,3.02,3,false,55717300
7396,CO,128,510,false,false,0,199.3,86,33.88,194.8,102,16.56,298.2,82,13.42,14.3,2,3.86,4,false,53922340
7397,WY,127,510,true,false,0,247.5,99,42.08,108.5,118,9.22,232,72,10.44,10.6,3,2.86,2,false,24813610
7398,MD,107,415,false,false,0,294.9,71,50.13,192.8,78,16.39,148.1,87,6.66,13.2,5,3.56,1,true,28093201
7399,OK,177,408,false,false,0,175.4,99,29.82,155.3,83,13.2,179.4,86,8.07,11.5,3,3.11,1,false,313057259
7400,SD,121,415,false,false,0,179.4,70,30.5,143,93,12.16,116.3,113,5.23,11.2,5,3.02,1,false,25131061
7401,SC,99,510,true,true,39,126.8,94,21.56,293.6,115,24.96,174.1,91,7.83,8.4,4,2.27,0,false,53885356
7402,NY,126,415,true,false,0,239.7,87,40.75,281.7,92,23.94,183.5,113,8.26,11.4,1,3.08,1,true,57267403
7403,NY,77,415,false,true,33,143,101,24.31,212.2,102,18.04,104.9,120,4.72,15.3,4,4.13,5,true,23036296
7404,WV,21,415,false,false,0,91.9,109,15.62,198.4,111,16.86,171.7,125,7.73,13,7,3.51,2,false,32813594
7405,WA,56,408,false,false,0,210.4,80,35.77,176.6,96,15.01,149.7,56,6.74,15.5,4,4.19,1,false,790105
7406,ID,92,415,false,true,29,201.3,130,34.22,203.7,115,17.31,129.9,113,5.85,6.4,6,1.73,1,true,12648622
7407,MN,81,510,false,false,0,145.6,59,24.75,287.9,131,24.47,181.7,121,8.18,9.2,4,2.48,2,false,12641767
7408,TX,139,510,true,true,31,203.5,82,34.6,200.3,72,17.03,214,112,9.63,13.4,6,3.62,1,true,25625708
7409,AZ,68,415,false,false,0,232.4,76,39.51,153.3,103,13.03,214.6,107,9.66,10.5,2,2.84,1,false,58742271
7410,DE,183,415,false,true,8,86.5,119,14.71,285.2,97,24.24,180.4,133,8.12,8.7,2,2.35,2,false,54632237
7411,CO,90,408,false,false,0,109.9,102,18.68,220.8,114,18.77,104,133,4.68,10.9,6,2.94,0,false,33373150
7412,WI,165,408,false,false,0,156,88,26.52,276.1,81,23.47,175.9,94,7.92,9.3,5,2.51,1,false,30318463
7413,WI,89,415,false,false,0,326.3,112,55.47,165.1,110,14.03,162.9,97,7.33,7.5,1,2.03,1,true,28779197
7414,NJ,59,510,false,false,0,195,58,33.15,198.5,88,16.87,304.3,110,13.69,14.8,9,4,0,false,24037079
7415,IL,16,415,true,false,0,110,91,18.7,147.3,75,12.52,190.5,73,8.57,6.4,7,1.73,0,false,52255759
7416,DC,114,415,false,false,0,147.1,119,25.01,161,111,13.69,275.9,106,12.42,9,3,2.43,5,true,56152374
7417,IA,113,510,false,false,0,156,141,26.52,256.8,72,21.83,175.3,123,7.89,11.9,5,3.21,2,false,25620022
7418,GA,120,408,false,false,0,98.2,99,16.69,186.7,85,15.87,146.7,96,6.6,9.3,4,2.51,2,false,3464344
7419,AK,115,415,false,false,0,210.6,120,35.8,153.1,84,13.01,262.2,79,11.8,11,5,2.97,0,false,54915798
7420,CA,37,510,false,false,0,239.9,120,40.78,261.6,88,22.24,207.1,88,9.32,8.9,4,2.4,2,true,22259394
7421,MN,100,415,true,false,0,159.9,94,27.18,179.9,95,15.29,154.4,102,6.95,11.6,2,3.13,2,true,59609800
7422,CO,132,415,false,false,0,197.8,66,33.63,133.9,119,11.38,177.3,94,7.98,10.9,3,2.94,4,true,32827040
7423,KY,38,408,false,true,36,115.4,98,19.62,166.2,83,14.13,184.7,79,8.31,15.2,6,4.1,2,false,38332052
7424,SC,1,408,false,false,0,123.8,113,21.05,236.2,77,20.08,73.2,81,3.29,3.7,2,1,0,false,15249485
7425,MT,97,415,false,true,15,117.6,97,19.99,196.3,126,16.69,157.4,113,7.08,6.4,3,1.73,1,false,25674102
7426,KY,55,415,false,true,28,105.3,82,17.9,197.4,109,16.78,187.5,91,8.44,8.6,6,2.32,2,false,8016842
7427,WV,75,415,false,false,0,111.7,121,18.99,237.3,119,20.17,253.5,110,11.41,13.1,6,3.54,1,false,28854032
7428,ID,83,415,false,false,0,159.3,104,27.08,202.3,98,17.2,229,73,10.31,9.5,3,2.57,2,false,56373913
7429,MN,40,510,false,false,0,81.7,123,13.89,210.2,108,17.87,212,64,9.54,11.3,3,3.05,6,true,53565446
7430,MA,101,415,false,true,21,238,88,40.46,209.6,84,17.82,233,95,10.49,10,5,2.7,2,false,23097942
7431,MD,120,415,false,true,40,128.1,99,21.78,247.7,78,21.05,199.7,121,8.99,15.6,3,4.21,0,false,8479396
7432,SD,183,415,false,true,31,171.2,104,29.1,193.6,74,16.46,196.5,85,8.84,10.2,4,2.75,1,false,27190214
7433,PA,75,510,false,false,0,109,88,18.53,259.3,120,22.04,182.1,119,8.19,13.3,3,3.59,4,true,23588304
7434,KY,80,415,false,false,0,220,114,37.4,207.7,76,17.65,168.4,137,7.58,12.1,3,3.27,2,false,51276210
7435,ID,88,415,false,false,0,55.6,65,9.45,242.7,121,20.63,176.3,134,7.93,11.3,4,3.05,0,false,25455486
7436,NY,112,415,false,true,23,286.6,79,48.72,315.3,102,26.8,193.9,101,8.73,10.3,6,2.78,1,false,54165220
7437,NM,63,510,false,false,0,207.6,96,35.29,229,112,19.47,162.6,131,7.32,13.3,2,3.59,1,false,29285673
7438,CA,105,415,false,true,31,109.6,108,18.63,249.3,119,21.19,321.2,101,14.45,8.3,4,2.24,4,true,57738494
7439,ID,92,415,false,false,0,197.2,113,33.52,242.3,116,20.6,192,76,8.64,11,5,2.97,2,false,25039835
7440,WY,177,415,false,false,0,175.7,120,29.87,168.6,90,14.33,198.9,110,8.95,14.6,4,3.94,1,false,23597560
7441,NM,118,510,false,false,0,205.2,115,34.88,184.8,137,15.71,176.1,115,7.92,7,6,1.89,0,false,27114818
7442,HI,111,408,false,true,13,193.1,104,32.83,111.6,98,9.49,227.4,94,10.23,12.1,4,3.27,1,false,22068431
7443,ID,82,510,false,true,34,232.6,121,39.54,153.2,115,13.02,286.7,77,12.9,4.7,3,1.27,3,false,16941817
7444,NC,74,415,false,false,0,102.7,89,17.46,149.3,100,12.69,188.1,114,8.46,11,5,2.97,0,false,56632698
7445,TX,121,415,false,true,31,263.1,70,44.73,279.3,118,23.74,127.1,143,5.72,9.7,4,2.62,5,false,37584117
7446,GA,131,408,false,false,0,197,79,33.49,201,114,17.09,151.2,111,6.8,11.6,5,3.13,1,false,29371077
7447,AL,125,408,false,false,0,169.3,90,28.78,156,138,13.26,210.8,106,9.49,11.6,6,3.13,2,false,68628247
7448,ME,19,415,false,false,0,201.5,123,34.26,129.2,110,10.98,220.6,98,9.93,12.9,4,3.48,1,false,58701780
7449,VA,138,415,false,false,0,251,119,42.67,91.2,96,7.75,142.2,87,6.4,13.8,3,3.73,3,false,45800935
7450,ID,119,415,false,false,0,230.4,117,39.17,225,101,19.13,198.5,111,8.93,7.6,6,2.05,3,false,67617639
7451,NY,137,510,false,false,0,109.8,120,18.67,230.5,86,19.59,255.8,103,11.51,11.9,6,3.21,1,false,73670267
7452,NC,182,415,false,false,0,279.5,118,47.52,203.2,113,17.27,174.2,101,7.84,10.7,4,2.89,2,true,10709681
7453,OH,135,415,false,false,0,173.4,107,29.48,222,84,18.87,64.2,94,2.89,13.7,6,3.7,1,false,22586325
7454,HI,134,415,false,true,38,214.4,93,36.45,211.7,57,17.99,165,79,7.43,10,8,2.7,1,false,29030434
7455,DC,45,415,false,false,0,96.1,103,16.34,246.8,134,20.98,229.7,92,10.34,9.7,4,2.62,1,false,14767966
7456,TN,129,408,false,false,0,101.4,145,17.24,249.1,116,21.17,157.6,107,7.09,7.1,6,1.92,1,false,56509490
7457,VT,142,415,false,false,0,232.5,74,39.53,181.8,142,15.45,203.1,86,9.14,10.4,6,2.81,4,false,11128451
7458,MD,130,415,false,true,45,174.5,120,29.67,217.5,95,18.49,220.3,67,9.91,12.2,2,3.29,1,false,71520779
7459,LA,163,408,false,true,23,224,126,38.08,233.5,89,19.85,293.9,104,13.23,8.8,4,2.38,1,false,27944768
7460,HI,105,415,false,false,0,211.1,99,35.89,176.7,66,15.02,221.5,96,9.97,14.7,7,3.97,4,false,13742341
7461,FL,119,415,false,false,0,109.2,96,18.56,153.1,80,13.01,240,102,10.8,9.8,5,2.65,2,false,10828234
7462,WY,78,408,false,false,0,220,95,37.4,179.9,121,15.29,188.2,109,8.47,11.5,5,3.11,0,false,28602266
7463,NE,92,415,false,false,0,181.4,98,30.84,164.5,98,13.98,171,110,7.69,10.9,4,2.94,2,false,9238858
7464,WY,146,415,false,true,11,180.7,82,30.72,173.7,90,14.76,231.5,89,10.42,10.1,4,2.73,2,false,55653984
7465,OR,125,408,false,true,32,96.5,109,16.41,145.8,109,12.39,174.4,82,7.85,9.4,2,2.54,1,false,36371524
7466,IN,88,415,false,false,0,183.5,93,31.2,170.5,80,14.49,193.8,88,8.72,8.3,5,2.24,3,false,24805764
7467,MD,83,408,false,true,38,107.9,90,18.34,140.4,94,11.93,253.6,79,11.41,10.5,2,2.84,0,false,22512719
7468,TN,3,510,true,false,0,161,96,27.37,244.9,82,20.82,180.8,103,8.14,7.7,6,2.08,1,false,28706950
7469,WV,152,510,true,true,41,146.8,128,24.96,285.6,96,24.28,213.6,80,9.61,4.3,2,1.16,1,true,36445161
7470,WA,48,510,false,false,0,149.2,146,25.36,161.9,109,13.76,197.9,109,8.91,8.3,2,2.24,3,false,15972300
7471,MS,189,415,false,false,0,227.8,124,38.73,169.5,112,14.41,201.1,91,9.05,5.6,4,1.51,3,false,38623575
7472,OH,95,415,false,true,23,160.3,87,27.25,202.4,101,17.2,191.1,122,8.6,7.4,3,2,0,false,23950371
7473,IN,129,415,false,false,0,137.8,120,23.43,225.8,110,19.19,145.2,95,6.53,10.2,6,2.75,1,true,9793993
7474,CO,66,408,false,true,40,141.7,87,24.09,268.3,89,22.81,241.3,68,10.86,8.5,7,2.3,0,false,50231489
7475,TX,80,510,false,true,22,196.4,115,33.39,150.3,109,12.78,176.2,75,7.93,9.3,1,2.51,0,false,55420723
7476,AK,1,408,false,false,0,175.2,74,29.78,151.7,79,12.89,230.5,109,10.37,5.3,3,1.43,1,false,57661415
7477,WV,84,408,false,false,0,146.8,133,24.96,171.7,73,14.59,234.5,69,10.55,9.9,3,2.67,1,false,304006679
7478,MA,96,415,false,false,0,173.9,111,29.56,287.4,105,24.43,204.8,91,9.22,9.1,7,2.46,1,false,51190106
7479,TN,123,415,false,true,34,305.2,80,51.88,156.5,109,13.3,280,81,12.6,13.2,7,3.56,1,false,25719790
7480,ID,116,510,true,true,29,162.3,91,27.59,279.3,79,23.74,192.7,131,8.67,11.7,2,3.16,3,true,28461895
7481,DE,105,415,true,false,0,150,106,25.5,293.8,123,24.97,250.7,65,11.28,10.3,7,2.78,3,false,13645650
7482,VA,80,415,false,false,0,197.5,114,33.58,206.9,119,17.59,163.6,109,7.36,11.3,4,3.05,1,false,28895183
7483,MT,157,408,false,false,0,240.2,67,40.83,153,98,13.01,249,72,11.21,10.2,6,2.75,2,false,22249734
7484,ID,67,510,false,true,30,186.2,117,31.65,286.7,76,24.37,164.3,113,7.39,12.9,3,3.48,2,false,55245773
7485,IN,141,415,false,true,39,116.9,127,19.87,276.5,88,23.5,289.9,125,13.05,12.3,2,3.32,0,false,22478523
7486,MD,79,415,false,true,17,236.7,95,40.24,263.5,56,22.4,259.6,107,11.68,12,4,3.24,1,false,53942777
7487,MS,76,408,false,false,0,173.2,93,29.44,131.2,80,11.15,170.9,104,7.69,5.4,3,1.46,0,false,309939338
7488,WA,111,510,false,false,0,152.2,114,25.87,137.2,102,11.66,185.9,97,8.37,9.8,3,2.65,0,false,28101491
7489,OH,94,415,false,false,0,181.3,135,30.82,182.4,108,15.5,180.6,103,8.13,6.7,2,1.81,0,false,27354257
7490,RI,143,408,false,false,0,167.8,72,28.53,211,99,17.94,153.5,109,6.91,10.5,6,2.84,4,true,53487385
7491,AR,109,510,false,false,0,175.4,125,29.82,250.7,87,21.31,289.3,74,13.02,9.8,9,2.65,1,false,25514449
7492,AZ,138,415,false,false,0,87.6,112,14.89,266.9,107,22.69,214.6,104,9.66,9.8,10,2.65,2,false,1178565
7493,SC,73,415,false,false,0,203.3,45,34.56,141.9,87,12.06,200.7,71,9.03,8.5,6,2.3,0,false,302433271
7494,KY,21,415,false,false,0,92.6,95,15.74,161.9,70,13.76,285,78,12.83,11.3,3,3.05,5,true,13311485
7495,AL,148,415,false,true,21,262.9,135,44.69,149.5,96,12.71,140.5,109,6.32,8.1,4,2.19,1,false,35853043
7496,NE,103,408,false,false,0,160.8,91,27.34,155.8,82,13.24,254.3,103,11.44,8.5,3,2.3,1,false,59322487
7497,MT,143,408,false,true,22,141.8,116,24.11,167.3,99,14.22,178.1,130,8.01,7.8,3,2.11,1,false,28043800
7498,MN,79,408,false,true,32,50.6,62,8.6,201.4,87,17.12,146.8,121,6.61,4.2,4,1.13,2,false,56559347
7499,NV,89,415,false,false,0,134.9,59,22.93,156,152,13.26,197.5,112,8.89,10.2,5,2.75,1,false,51434397
